crawling_property_id,parking_available,pet_allowed,is_elevator,jeonse_loan,nearby_pois,delivery_service,amenity,subway
44100183,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '공원', '학원가 근처']","['2호선', '5호선']"
44100283,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['대학 근처', '편리한 상권', '공원', '학원가 근처']","['2호선', '5호선']"
44100292,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '공원', '산 근처', '학원가 근처']","['5호선', '7호선']"
44100307,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '공원', '학원가 근처']","['2호선', '5호선']"
44101320,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['편리한 상권', '쇼핑몰', '공원', '학원가 근처']","['2호선', '7호선']"
44102410,1,1,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['편리한 상권', '공원', '학원가 근처']","['2호선', '7호선']"
44102444,0,1,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['대학 근처', '편리한 상권', '공원', '학원가 근처']","['2호선', '중앙선', '경춘선', '1호선', '수인분당선']"
44103538,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '공원', '산 근처', '학원가 근처']","['5호선', '7호선']"
44103587,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '공원', '학원가 근처']","['중앙선', '경춘선', '7호선']"
44103588,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '공원', '산 근처', '학원가 근처']","['5호선', '7호선']"
44103927,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['대학 근처', '편리한 상권', '공원', '학원가 근처']","['1호선', '중앙선', '경춘선']"
44106514,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '공원', '산 근처', '학원가 근처']",['7호선']
44106605,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['편리한 상권', '공원', '학원가 근처']","['2호선', '5호선']"
44106744,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '쇼핑몰', '공원', '산 근처', '학원가 근처']","['5호선', '7호선']"
44108004,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['편리한 상권', '공원', '학원가 근처']","['5호선', '7호선']"
44108007,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['편리한 상권', '공원', '산 근처', '학원가 근처']","['5호선', '7호선']"
44108178,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '쇼핑몰', '공원', '학원가 근처']","['6호선', '7호선']"
44108652,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '대학 근처', '편리한 상권', '공원', '학원가 근처']","['2호선', '5호선', '7호선']"
44108942,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['편리한 상권', '쇼핑몰', '공원', '학원가 근처']","['6호선', '7호선']"
44110700,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '쇼핑몰', '공원', '학원가 근처']","['1호선', '7호선']"
44111093,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '쇼핑몰', '공원', '학원가 근처']","['6호선', '7호선']"
44111107,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '쇼핑몰', '공원', '학원가 근처']","['6호선', '7호선']"
44111236,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '대학 근처', '편리한 상권', '공원', '학원가 근처']","['1호선', '6호선']"
44111614,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '쇼핑몰', '공원', '학원가 근처']","['1호선', '2호선', '6호선']"
44111620,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '대학 근처', '편리한 상권', '쇼핑몰', '공원', '학원가 근처']","['1호선', '중앙선', '경춘선']"
44111696,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '쇼핑몰', '공원', '산 근처', '학원가 근처']","['5호선', '7호선']"
44112043,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '대학 근처', '편리한 상권', '학원가 근처']","['1호선', '6호선']"
44112456,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '대학 근처', '편리한 상권', '공원', '학원가 근처']","['1호선', '우이신설경전철', '6호선', '2호선']"
44115210,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '쇼핑몰', '공원', '학원가 근처']","['2호선', '5호선']"
44115790,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['편리한 상권', '쇼핑몰', '공원', '학원가 근처']","['2호선', '7호선']"
44116119,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['편리한 상권', '공원', '학원가 근처']","['2호선', '5호선', '7호선']"
44116129,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '대학 근처', '편리한 상권', '공원', '학원가 근처']","['1호선', '6호선']"
44117200,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '대학 근처', '편리한 상권', '공원', '학원가 근처']","['1호선', '중앙선', '경춘선']"
44117503,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '공원', '산 근처', '학원가 근처']","['중앙선', '경춘선', '7호선']"
44117524,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '대학 근처', '편리한 상권', '공원', '학원가 근처']","['1호선', '중앙선', '경춘선', '수인분당선']"
44117556,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '대학 근처', '편리한 상권', '공원', '학원가 근처']","['1호선', '우이신설경전철', '6호선', '2호선']"
44117578,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '쇼핑몰', '공원', '산 근처', '학원가 근처']","['5호선', '7호선']"
44117602,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '대학 근처', '편리한 상권', '공원', '학원가 근처']","['2호선', '5호선']"
44117930,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '공원', '학원가 근처']","['1호선', '4호선', '6호선']"
44118718,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '쇼핑몰', '학원가 근처']","['5호선', '7호선']"
44119512,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['더블 역세권', '대학 근처', '편리한 상권', '공원', '학원가 근처']","['4호선', '우이신설경전철', '6호선']"
44119749,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '쇼핑몰', '공원', '산 근처', '학원가 근처']","['5호선', '7호선']"
44119909,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '대학 근처', '편리한 상권', '산 근처', '학원가 근처']","['우이신설경전철', '4호선', '6호선']"
44120109,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '대학 근처', '편리한 상권', '쇼핑몰', '공원', '학원가 근처']","['1호선', '중앙선', '경춘선']"
44121192,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '대학 근처', '편리한 상권', '공원', '산 근처', '학원가 근처']",['우이신설경전철']
44121409,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['편리한 상권', '쇼핑몰', '공원', '학원가 근처']","['2호선', '7호선']"
44121577,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '공원', '산 근처', '학원가 근처']","['5호선', '7호선']"
44121735,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '쇼핑몰', '공원', '산 근처', '학원가 근처']","['5호선', '7호선']"
44123085,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '공원', '산 근처', '학원가 근처']","['3호선', '6호선']"
44124209,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '공원', '학원가 근처']","['2호선', '수인분당선']"
44124975,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['편리한 상권', '공원', '학원가 근처']","['1호선', '중앙선', '경춘선', '7호선']"
44125235,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '대학 근처', '편리한 상권', '공원', '학원가 근처']","['우이신설경전철', '6호선']"
44125301,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['더블 역세권', '편리한 상권', '공원', '학원가 근처']","['1호선', '우이신설경전철', '6호선', '2호선']"
44125598,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['편리한 상권', '공원', '학원가 근처']","['2호선', '5호선']"
44125648,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '대학 근처', '편리한 상권', '공원', '학원가 근처']","['1호선', '중앙선', '경춘선']"
44125781,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '쇼핑몰', '공원', '학원가 근처']","['6호선', '7호선']"
44125945,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '공원', '산 근처', '학원가 근처']","['5호선', '7호선']"
44126121,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['편리한 상권', '쇼핑몰', '공원', '학원가 근처']","['2호선', '7호선']"
44126272,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['더블 역세권', '편리한 상권', '공원', '학원가 근처']","['2호선', '수인분당선']"
44126604,1,0,0,1,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '쇼핑몰', '공원', '학원가 근처']","['중앙선', '경춘선', '7호선']"
44126747,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['대학 근처', '편리한 상권', '공원', '학원가 근처']","['1호선', '중앙선', '6호선', '경춘선']"
44127009,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '대학 근처', '편리한 상권', '공원', '학원가 근처']","['1호선', '중앙선', '경춘선']"
44127447,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['대학 근처', '편리한 상권', '공원', '학원가 근처']","['1호선', '중앙선', '6호선', '경춘선']"
44127916,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '쇼핑몰', '공원', '산 근처', '학원가 근처']","['5호선', '7호선']"
44127921,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['편리한 상권', '쇼핑몰', '공원', '산 근처', '학원가 근처']","['5호선', '7호선']"
44129439,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['더블 역세권', '편리한 상권', '쇼핑몰', '공원', '학원가 근처']","['6호선', '7호선']"
44129617,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '쇼핑몰', '공원', '학원가 근처']","['6호선', '7호선']"
44130414,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '공원', '산 근처', '학원가 근처']",['우이신설경전철']
44130682,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '공원', '학원가 근처']","['중앙선', '경춘선', '7호선']"
44130765,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['편리한 상권', '공원', '산 근처', '학원가 근처']","['5호선', '7호선']"
44131579,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '대학 근처', '편리한 상권', '공원', '학원가 근처']","['1호선', '6호선']"
44131658,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '쇼핑몰', '공원', '학원가 근처']","['중앙선', '경춘선', '7호선']"
44131673,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['편리한 상권', '공원', '학원가 근처']","['2호선', '5호선']"
44131921,1,0,0,1,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['편리한 상권', '공원', '학원가 근처']","['2호선', '5호선']"
44132015,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['편리한 상권', '쇼핑몰', '공원', '학원가 근처']","['2호선', '7호선']"
44132135,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['대학 근처', '편리한 상권', '공원', '학원가 근처']","['2호선', '7호선']"
44132866,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['편리한 상권', '공원', '학원가 근처']","['2호선', '5호선']"
44132960,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['편리한 상권', '공원', '학원가 근처']","['2호선', '7호선']"
44133014,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '공원', '학원가 근처']","['중앙선', '경춘선', '7호선']"
44133491,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['편리한 상권', '공원', '산 근처', '학원가 근처']","['4호선', '우이신설경전철']"
44133587,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '대학 근처', '편리한 상권', '공원', '산 근처', '학원가 근처']",['우이신설경전철']
44133708,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['편리한 상권', '공원', '산 근처', '학원가 근처']","['4호선', '우이신설경전철', '6호선']"
44134725,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '대학 근처', '편리한 상권', '공원', '학원가 근처']","['2호선', '7호선']"
44135725,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '쇼핑몰', '공원', '학원가 근처']","['중앙선', '경춘선', '7호선']"
44137941,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '공원', '학원가 근처']","['2호선', '수인분당선']"
44138211,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['편리한 상권', '공원', '학원가 근처']","['2호선', '7호선']"
44139004,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '쇼핑몰', '공원', '학원가 근처']","['중앙선', '경춘선', '7호선']"
44139227,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '공원', '학원가 근처']","['1호선', '우이신설경전철', '2호선', '6호선']"
44139724,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['편리한 상권', '쇼핑몰', '공원', '학원가 근처']","['2호선', '7호선']"
44139864,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '대학 근처', '편리한 상권', '공원', '학원가 근처']","['우이신설경전철', '4호선', '6호선']"
44140671,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '대학 근처', '편리한 상권', '쇼핑몰', '공원', '학원가 근처']","['2호선', '7호선']"
44141134,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['편리한 상권', '쇼핑몰', '공원', '학원가 근처']","['2호선', '7호선']"
44141877,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '대학 근처', '편리한 상권', '쇼핑몰', '공원', '학원가 근처']",['6호선']
44143305,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '공원', '학원가 근처']","['중앙선', '경춘선', '7호선']"
44143322,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '공원', '학원가 근처']","['2호선', '수인분당선']"
44143457,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '공원', '산 근처', '학원가 근처']","['4호선', '우이신설경전철']"
44143511,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '공원', '산 근처', '학원가 근처']","['4호선', '우이신설경전철']"
44143652,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '공원', '산 근처', '학원가 근처']",['우이신설경전철']
44143938,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['편리한 상권', '공원', '학원가 근처']","['중앙선', '경춘선', '7호선']"
44144193,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['편리한 상권', '쇼핑몰', '공원', '학원가 근처']","['2호선', '7호선']"
44144310,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '쇼핑몰', '공원', '산 근처', '학원가 근처']","['5호선', '7호선']"
44144609,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['편리한 상권', '공원', '학원가 근처']","['중앙선', '경춘선', '1호선', '6호선', '수인분당선']"
44144896,0,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '쇼핑몰', '공원', '학원가 근처']","['우이신설경전철', '4호선']"
44144998,1,0,0,0,"['지하철역', '세탁소', '카페', '약국', '대형마트', '편의점', '버스정류장']","['쿠팡', 'SSG', '마켓컬리', '배달의 민족', '요기요']","['역세권', '편리한 상권', '쇼핑몰', '공원', '산 근처', '학원가 근처']","['5호선', '7호선']"
